N,M,DCNT,VTH,VGS,VDD,ID,POWER
17,0,1.331171944,-0.323023635,0,-0.6,1.18E-11,-7.08E-12
17,0,1.331171944,-0.323023635,0,-0.7,1.18E-11,-8.27E-12
17,0,1.331171944,-0.323023635,0,-0.8,1.18E-11,-9.45E-12
17,0,1.331171944,-0.323023635,0,-0.9,1.18E-11,-1.06E-11
17,0,1.331171944,-0.323023635,0,-1,1.18E-11,-1.18E-11
17,0,1.331171944,-0.323023635,-0.1,-0.1,4.21E-10,-4.21E-11
17,0,1.331171944,-0.323023635,-0.1,-0.2,4.30E-10,-8.60E-11
17,0,1.331171944,-0.323023635,-0.1,-0.3,4.30E-10,-1.29E-10
17,0,1.331171944,-0.323023635,-0.1,-0.4,4.30E-10,-1.72E-10
17,0,1.331171944,-0.323023635,-0.1,-0.5,4.30E-10,-2.15E-10
17,0,1.331171944,-0.323023635,-0.1,-0.6,4.30E-10,-2.58E-10
17,0,1.331171944,-0.323023635,-0.1,-0.7,4.30E-10,-3.01E-10
17,0,1.331171944,-0.323023635,-0.1,-0.8,4.30E-10,-3.44E-10
17,0,1.331171944,-0.323023635,-0.1,-0.9,4.30E-10,-3.87E-10
17,0,1.331171944,-0.323023635,-0.1,-1,4.30E-10,-4.30E-10
17,0,1.331171944,-0.323023635,-0.2,-0.1,1.51E-08,-1.51E-09
17,0,1.331171944,-0.323023635,-0.2,-0.2,1.54E-08,-3.07E-09
17,0,1.331171944,-0.323023635,-0.2,-0.3,1.54E-08,-4.61E-09
17,0,1.331171944,-0.323023635,-0.2,-0.4,1.54E-08,-6.15E-09
17,0,1.331171944,-0.323023635,-0.2,-0.5,1.54E-08,-7.69E-09
17,0,1.331171944,-0.323023635,-0.2,-0.6,1.54E-08,-9.23E-09
17,0,1.331171944,-0.323023635,-0.2,-0.7,1.54E-08,-1.08E-08
17,0,1.331171944,-0.323023635,-0.2,-0.8,1.54E-08,-1.23E-08
17,0,1.331171944,-0.323023635,-0.2,-0.9,1.54E-08,-1.38E-08
17,0,1.331171944,-0.323023635,-0.2,-1,1.54E-08,-1.54E-08
17,0,1.331171944,-0.323023635,-0.3,-0.1,3.54E-07,-3.54E-08
17,0,1.331171944,-0.323023635,-0.3,-0.2,3.64E-07,-7.27E-08
17,0,1.331171944,-0.323023635,-0.3,-0.3,3.64E-07,-1.09E-07
17,0,1.331171944,-0.323023635,-0.3,-0.4,3.64E-07,-1.45E-07
17,0,1.331171944,-0.323023635,-0.3,-0.5,3.64E-07,-1.82E-07
17,0,1.331171944,-0.323023635,-0.3,-0.6,3.64E-07,-2.18E-07
17,0,1.331171944,-0.323023635,-0.3,-0.7,3.64E-07,-2.55E-07
17,0,1.331171944,-0.323023635,-0.3,-0.8,3.64E-07,-2.91E-07
17,0,1.331171944,-0.323023635,-0.3,-0.9,3.64E-07,-3.27E-07
17,0,1.331171944,-0.323023635,-0.3,-1,3.64E-07,-3.64E-07
17,0,1.331171944,-0.323023635,-0.4,-0.1,2.06E-06,-2.06E-07
17,0,1.331171944,-0.323023635,-0.4,-0.2,2.16E-06,-4.33E-07
17,0,1.331171944,-0.323023635,-0.4,-0.3,2.17E-06,-6.50E-07
17,0,1.331171944,-0.323023635,-0.4,-0.4,2.17E-06,-8.66E-07
17,0,1.331171944,-0.323023635,-0.4,-0.5,2.17E-06,-1.08E-06
17,0,1.331171944,-0.323023635,-0.4,-0.6,2.17E-06,-1.30E-06
17,0,1.331171944,-0.323023635,-0.4,-0.7,2.17E-06,-1.52E-06
17,0,1.331171944,-0.323023635,-0.4,-0.8,2.17E-06,-1.73E-06
17,0,1.331171944,-0.323023635,-0.4,-0.9,2.17E-06,-1.95E-06
17,0,1.331171944,-0.323023635,-0.4,-1,2.17E-06,-2.17E-06
17,0,1.331171944,-0.323023635,-0.5,-0.1,5.23E-06,-5.23E-07
17,0,1.331171944,-0.323023635,-0.5,-0.2,5.77E-06,-1.15E-06
17,0,1.331171944,-0.323023635,-0.5,-0.3,5.79E-06,-1.74E-06
17,0,1.331171944,-0.323023635,-0.5,-0.4,5.79E-06,-2.31E-06
17,0,1.331171944,-0.323023635,-0.5,-0.5,5.79E-06,-2.89E-06
17,0,1.331171944,-0.323023635,-0.5,-0.6,5.79E-06,-3.47E-06
17,0,1.331171944,-0.323023635,-0.5,-0.7,5.79E-06,-4.05E-06
17,0,1.331171944,-0.323023635,-0.5,-0.8,5.79E-06,-4.63E-06
17,0,1.331171944,-0.323023635,-0.5,-0.9,5.79E-06,-5.21E-06
17,0,1.331171944,-0.323023635,-0.5,-1,5.79E-06,-5.79E-06
17,0,1.331171944,-0.323023635,-0.6,-0.1,9.05E-06,-9.05E-07
17,0,1.331171944,-0.323023635,-0.6,-0.2,1.13E-05,-2.27E-06
17,0,1.331171944,-0.323023635,-0.6,-0.3,1.14E-05,-3.43E-06
17,0,1.331171944,-0.323023635,-0.6,-0.4,1.14E-05,-4.57E-06
17,0,1.331171944,-0.323023635,-0.6,-0.5,1.14E-05,-5.71E-06
17,0,1.331171944,-0.323023635,-0.6,-0.6,1.14E-05,-6.85E-06
17,0,1.331171944,-0.323023635,-0.6,-0.7,1.14E-05,-7.99E-06
17,0,1.331171944,-0.323023635,-0.6,-0.8,1.14E-05,-9.14E-06
17,0,1.331171944,-0.323023635,-0.6,-0.9,1.14E-05,-1.03E-05
17,0,1.331171944,-0.323023635,-0.6,-1,1.14E-05,-1.14E-05
17,0,1.331171944,-0.323023635,-0.7,-0.1,1.23E-05,-1.23E-06
17,0,1.331171944,-0.323023635,-0.7,-0.2,1.80E-05,-3.59E-06
17,0,1.331171944,-0.323023635,-0.7,-0.3,1.85E-05,-5.54E-06
17,0,1.331171944,-0.323023635,-0.7,-0.4,1.85E-05,-7.39E-06
17,0,1.331171944,-0.323023635,-0.7,-0.5,1.85E-05,-9.24E-06
17,0,1.331171944,-0.323023635,-0.7,-0.6,1.85E-05,-1.11E-05
17,0,1.331171944,-0.323023635,-0.7,-0.7,1.85E-05,-1.29E-05
17,0,1.331171944,-0.323023635,-0.7,-0.8,1.85E-05,-1.48E-05
17,0,1.331171944,-0.323023635,-0.7,-0.9,1.85E-05,-1.66E-05
17,0,1.331171944,-0.323023635,-0.7,-1,1.85E-05,-1.85E-05
17,0,1.331171944,-0.323023635,-0.8,-0.1,1.39E-05,-1.39E-06
17,0,1.331171944,-0.323023635,-0.8,-0.2,2.33E-05,-4.67E-06
17,0,1.331171944,-0.323023635,-0.8,-0.3,2.57E-05,-7.72E-06
17,0,1.331171944,-0.323023635,-0.8,-0.4,2.58E-05,-1.03E-05
17,0,1.331171944,-0.323023635,-0.8,-0.5,2.58E-05,-1.29E-05
17,0,1.331171944,-0.323023635,-0.8,-0.6,2.58E-05,-1.55E-05
17,0,1.331171944,-0.323023635,-0.8,-0.7,2.58E-05,-1.81E-05
17,0,1.331171944,-0.323023635,-0.8,-0.8,2.58E-05,-2.07E-05
17,0,1.331171944,-0.323023635,-0.8,-0.9,2.58E-05,-2.32E-05
17,0,1.331171944,-0.323023635,-0.8,-1,2.58E-05,-2.58E-05
17,0,1.331171944,-0.323023635,-0.9,-0.1,1.46E-05,-1.46E-06
17,0,1.331171944,-0.323023635,-0.9,-0.2,2.70E-05,-5.40E-06
17,0,1.331171944,-0.323023635,-0.9,-0.3,3.24E-05,-9.71E-06
17,0,1.331171944,-0.323023635,-0.9,-0.4,3.29E-05,-1.31E-05
17,0,1.331171944,-0.323023635,-0.9,-0.5,3.29E-05,-1.64E-05
17,0,1.331171944,-0.323023635,-0.9,-0.6,3.29E-05,-1.97E-05
17,0,1.331171944,-0.323023635,-0.9,-0.7,3.29E-05,-2.30E-05
17,0,1.331171944,-0.323023635,-0.9,-0.8,3.29E-05,-2.63E-05
17,0,1.331171944,-0.323023635,-0.9,-0.9,3.29E-05,-2.96E-05
17,0,1.331171944,-0.323023635,-0.9,-1,3.29E-05,-3.29E-05
17,0,1.331171944,-0.323023635,-1,-0.1,1.53E-05,-1.53E-06
17,0,1.331171944,-0.323023635,-1,-0.2,2.85E-05,-5.70E-06
17,0,1.331171944,-0.323023635,-1,-0.3,3.67E-05,-1.10E-05
17,0,1.331171944,-0.323023635,-1,-0.4,3.87E-05,-1.55E-05
17,0,1.331171944,-0.323023635,-1,-0.5,3.88E-05,-1.94E-05
17,0,1.331171944,-0.323023635,-1,-0.6,3.88E-05,-2.33E-05
17,0,1.331171944,-0.323023635,-1,-0.7,3.88E-05,-2.71E-05
17,0,1.331171944,-0.323023635,-1,-0.8,3.88E-05,-3.10E-05
17,0,1.331171944,-0.323023635,-1,-0.9,3.88E-05,-3.49E-05
17,0,1.331171944,-0.323023635,-1,-1,3.88E-05,-3.88E-05
16,0,1.252867712,-0.343212612,0,-0.1,5.38E-12,-5.38E-13
16,0,1.252867712,-0.343212612,0,-0.2,5.49E-12,-1.10E-12
16,0,1.252867712,-0.343212612,0,-0.3,5.49E-12,-1.65E-12
16,0,1.252867712,-0.343212612,0,-0.4,5.49E-12,-2.20E-12
16,0,1.252867712,-0.343212612,0,-0.5,5.49E-12,-2.74E-12
16,0,1.252867712,-0.343212612,0,-0.6,5.49E-12,-3.29E-12
16,0,1.252867712,-0.343212612,0,-0.7,5.49E-12,-3.84E-12
16,0,1.252867712,-0.343212612,0,-0.8,5.49E-12,-4.39E-12
16,0,1.252867712,-0.343212612,0,-0.9,5.49E-12,-4.94E-12
16,0,1.252867712,-0.343212612,0,-1,5.49E-12,-5.49E-12
16,0,1.252867712,-0.343212612,-0.1,-0.1,1.95E-10,-1.95E-11
16,0,1.252867712,-0.343212612,-0.1,-0.2,1.99E-10,-3.98E-11
16,0,1.252867712,-0.343212612,-0.1,-0.3,1.99E-10,-5.97E-11
16,0,1.252867712,-0.343212612,-0.1,-0.4,1.99E-10,-7.96E-11
16,0,1.252867712,-0.343212612,-0.1,-0.5,1.99E-10,-9.95E-11
16,0,1.252867712,-0.343212612,-0.1,-0.6,1.99E-10,-1.19E-10
16,0,1.252867712,-0.343212612,-0.1,-0.7,1.99E-10,-1.39E-10
16,0,1.252867712,-0.343212612,-0.1,-0.8,1.99E-10,-1.59E-10
16,0,1.252867712,-0.343212612,-0.1,-0.9,1.99E-10,-1.79E-10
16,0,1.252867712,-0.343212612,-0.1,-1,1.99E-10,-1.99E-10
16,0,1.252867712,-0.343212612,-0.2,-0.1,6.99E-09,-6.99E-10
16,0,1.252867712,-0.343212612,-0.2,-0.2,7.14E-09,-1.43E-09
16,0,1.252867712,-0.343212612,-0.2,-0.3,7.14E-09,-2.14E-09
16,0,1.252867712,-0.343212612,-0.2,-0.4,7.14E-09,-2.86E-09
16,0,1.252867712,-0.343212612,-0.2,-0.5,7.14E-09,-3.57E-09
16,0,1.252867712,-0.343212612,-0.2,-0.6,7.14E-09,-4.29E-09
16,0,1.252867712,-0.343212612,-0.2,-0.7,7.14E-09,-5.00E-09
16,0,1.252867712,-0.343212612,-0.2,-0.8,7.14E-09,-5.72E-09
16,0,1.252867712,-0.343212612,-0.2,-0.9,7.14E-09,-6.43E-09
16,0,1.252867712,-0.343212612,-0.2,-1,7.14E-09,-7.14E-09
16,0,1.252867712,-0.343212612,-0.3,-0.1,1.96E-07,-1.96E-08
16,0,1.252867712,-0.343212612,-0.3,-0.2,2.01E-07,-4.02E-08
16,0,1.252867712,-0.343212612,-0.3,-0.3,2.01E-07,-6.04E-08
16,0,1.252867712,-0.343212612,-0.3,-0.4,2.01E-07,-8.05E-08
16,0,1.252867712,-0.343212612,-0.3,-0.5,2.01E-07,-1.01E-07
16,0,1.252867712,-0.343212612,-0.3,-0.6,2.01E-07,-1.21E-07
16,0,1.252867712,-0.343212612,-0.3,-0.7,2.01E-07,-1.41E-07
16,0,1.252867712,-0.343212612,-0.3,-0.8,2.01E-07,-1.61E-07
16,0,1.252867712,-0.343212612,-0.3,-0.9,2.01E-07,-1.81E-07
16,0,1.252867712,-0.343212612,-0.3,-1,2.01E-07,-2.01E-07
16,0,1.252867712,-0.343212612,-0.4,-0.1,1.51E-06,-1.51E-07
16,0,1.252867712,-0.343212612,-0.4,-0.2,1.58E-06,-3.16E-07
16,0,1.252867712,-0.343212612,-0.4,-0.3,1.58E-06,-4.74E-07
16,0,1.252867712,-0.343212612,-0.4,-0.4,1.58E-06,-6.33E-07
16,0,1.252867712,-0.343212612,-0.4,-0.5,1.58E-06,-7.91E-07
16,0,1.252867712,-0.343212612,-0.4,-0.6,1.58E-06,-9.49E-07
16,0,1.252867712,-0.343212612,-0.4,-0.7,1.58E-06,-1.11E-06
16,0,1.252867712,-0.343212612,-0.4,-0.8,1.58E-06,-1.27E-06
16,0,1.252867712,-0.343212612,-0.4,-0.9,1.58E-06,-1.42E-06
16,0,1.252867712,-0.343212612,-0.4,-1,1.58E-06,-1.58E-06
16,0,1.252867712,-0.343212612,-0.5,-0.1,4.29E-06,-4.29E-07
16,0,1.252867712,-0.343212612,-0.5,-0.2,4.65E-06,-9.31E-07
16,0,1.252867712,-0.343212612,-0.5,-0.3,4.66E-06,-1.40E-06
16,0,1.252867712,-0.343212612,-0.5,-0.4,4.66E-06,-1.87E-06
16,0,1.252867712,-0.343212612,-0.5,-0.5,4.66E-06,-2.33E-06
16,0,1.252867712,-0.343212612,-0.5,-0.6,4.66E-06,-2.80E-06
16,0,1.252867712,-0.343212612,-0.5,-0.7,4.66E-06,-3.26E-06
16,0,1.252867712,-0.343212612,-0.5,-0.8,4.66E-06,-3.73E-06
16,0,1.252867712,-0.343212612,-0.5,-0.9,4.66E-06,-4.20E-06
16,0,1.252867712,-0.343212612,-0.5,-1,4.66E-06,-4.66E-06
16,0,1.252867712,-0.343212612,-0.6,-0.1,7.97E-06,-7.97E-07
16,0,1.252867712,-0.343212612,-0.6,-0.2,9.54E-06,-1.91E-06
16,0,1.252867712,-0.343212612,-0.6,-0.3,9.59E-06,-2.88E-06
16,0,1.252867712,-0.343212612,-0.6,-0.4,9.60E-06,-3.84E-06
16,0,1.252867712,-0.343212612,-0.6,-0.5,9.60E-06,-4.80E-06
16,0,1.252867712,-0.343212612,-0.6,-0.6,9.60E-06,-5.76E-06
16,0,1.252867712,-0.343212612,-0.6,-0.7,9.60E-06,-6.72E-06
16,0,1.252867712,-0.343212612,-0.6,-0.8,9.60E-06,-7.68E-06
16,0,1.252867712,-0.343212612,-0.6,-0.9,9.60E-06,-8.64E-06
16,0,1.252867712,-0.343212612,-0.6,-1,9.60E-06,-9.60E-06
16,0,1.252867712,-0.343212612,-0.7,-0.1,1.14E-05,-1.14E-06
16,0,1.252867712,-0.343212612,-0.7,-0.2,1.59E-05,-3.19E-06
16,0,1.252867712,-0.343212612,-0.7,-0.3,1.62E-05,-4.87E-06
16,0,1.252867712,-0.343212612,-0.7,-0.4,1.62E-05,-6.50E-06
16,0,1.252867712,-0.343212612,-0.7,-0.5,1.62E-05,-8.12E-06
16,0,1.252867712,-0.343212612,-0.7,-0.6,1.62E-05,-9.75E-06
16,0,1.252867712,-0.343212612,-0.7,-0.7,1.62E-05,-1.14E-05
16,0,1.252867712,-0.343212612,-0.7,-0.8,1.62E-05,-1.30E-05
16,0,1.252867712,-0.343212612,-0.7,-0.9,1.62E-05,-1.46E-05
16,0,1.252867712,-0.343212612,-0.7,-1,1.62E-05,-1.62E-05
16,0,1.252867712,-0.343212612,-0.8,-0.1,1.35E-05,-1.35E-06
16,0,1.252867712,-0.343212612,-0.8,-0.2,2.17E-05,-4.35E-06
16,0,1.252867712,-0.343212612,-0.8,-0.3,2.33E-05,-6.99E-06
16,0,1.252867712,-0.343212612,-0.8,-0.4,2.34E-05,-9.34E-06
16,0,1.252867712,-0.343212612,-0.8,-0.5,2.34E-05,-1.17E-05
16,0,1.252867712,-0.343212612,-0.8,-0.6,2.34E-05,-1.40E-05
16,0,1.252867712,-0.343212612,-0.8,-0.7,2.34E-05,-1.63E-05
16,0,1.252867712,-0.343212612,-0.8,-0.8,2.34E-05,-1.87E-05
16,0,1.252867712,-0.343212612,-0.8,-0.9,2.34E-05,-2.10E-05
16,0,1.252867712,-0.343212612,-0.8,-1,2.34E-05,-2.34E-05
16,0,1.252867712,-0.343212612,-0.9,-0.1,1.44E-05,-1.44E-06
16,0,1.252867712,-0.343212612,-0.9,-0.2,2.61E-05,-5.22E-06
16,0,1.252867712,-0.343212612,-0.9,-0.3,3.04E-05,-9.12E-06
16,0,1.252867712,-0.343212612,-0.9,-0.4,3.07E-05,-1.23E-05
16,0,1.252867712,-0.343212612,-0.9,-0.5,3.07E-05,-1.54E-05
16,0,1.252867712,-0.343212612,-0.9,-0.6,3.07E-05,-1.84E-05
16,0,1.252867712,-0.343212612,-0.9,-0.7,3.07E-05,-2.15E-05
16,0,1.252867712,-0.343212612,-0.9,-0.8,3.07E-05,-2.46E-05
16,0,1.252867712,-0.343212612,-0.9,-0.9,3.07E-05,-2.76E-05
16,0,1.252867712,-0.343212612,-0.9,-1,3.07E-05,-3.07E-05
16,0,1.252867712,-0.343212612,-1,-0.1,1.51E-05,-1.51E-06
16,0,1.252867712,-0.343212612,-1,-0.2,2.81E-05,-5.62E-06
16,0,1.252867712,-0.343212612,-1,-0.3,3.54E-05,-1.06E-05
16,0,1.252867712,-0.343212612,-1,-0.4,3.69E-05,-1.48E-05
16,0,1.252867712,-0.343212612,-1,-0.5,3.69E-05,-1.85E-05
16,0,1.252867712,-0.343212612,-1,-0.6,3.69E-05,-2.22E-05
16,0,1.252867712,-0.343212612,-1,-0.7,3.69E-05,-2.59E-05
16,0,1.252867712,-0.343212612,-1,-0.8,3.69E-05,-2.96E-05
16,0,1.252867712,-0.343212612,-1,-0.9,3.69E-05,-3.32E-05
16,0,1.252867712,-0.343212612,-1,-1,3.69E-05,-3.69E-05
15,0,1.17456348,-0.366093453,0,-0.1,2.25E-12,-2.25E-13
15,0,1.17456348,-0.366093453,0,-0.2,2.30E-12,-4.59E-13
15,0,1.17456348,-0.366093453,0,-0.3,2.30E-12,-6.89E-13
15,0,1.17456348,-0.366093453,0,-0.4,2.30E-12,-9.19E-13
15,0,1.17456348,-0.366093453,0,-0.5,2.30E-12,-1.15E-12
15,0,1.17456348,-0.366093453,0,-0.6,2.30E-12,-1.38E-12
15,0,1.17456348,-0.366093453,0,-0.7,2.30E-12,-1.61E-12
15,0,1.17456348,-0.366093453,0,-0.8,2.30E-12,-1.84E-12
15,0,1.17456348,-0.366093453,0,-0.9,2.30E-12,-2.07E-12
15,0,1.17456348,-0.366093453,0,-1,2.30E-12,-2.30E-12
15,0,1.17456348,-0.366093453,-0.1,-0.1,8.11E-11,-8.11E-12
15,0,1.17456348,-0.366093453,-0.1,-0.2,8.27E-11,-1.65E-11
15,0,1.17456348,-0.366093453,-0.1,-0.3,8.28E-11,-2.48E-11
15,0,1.17456348,-0.366093453,-0.1,-0.4,8.28E-11,-3.31E-11
15,0,1.17456348,-0.366093453,-0.1,-0.5,8.28E-11,-4.14E-11
15,0,1.17456348,-0.366093453,-0.1,-0.6,8.28E-11,-4.97E-11
15,0,1.17456348,-0.366093453,-0.1,-0.7,8.28E-11,-5.79E-11
15,0,1.17456348,-0.366093453,-0.1,-0.8,8.28E-11,-6.62E-11
15,0,1.17456348,-0.366093453,-0.1,-0.9,8.28E-11,-7.45E-11
15,0,1.17456348,-0.366093453,-0.1,-1,8.28E-11,-8.28E-11
15,0,1.17456348,-0.366093453,-0.2,-0.1,2.91E-09,-2.91E-10
15,0,1.17456348,-0.366093453,-0.2,-0.2,2.97E-09,-5.94E-10
15,0,1.17456348,-0.366093453,-0.2,-0.3,2.97E-09,-8.91E-10
15,0,1.17456348,-0.366093453,-0.2,-0.4,2.97E-09,-1.19E-09
15,0,1.17456348,-0.366093453,-0.2,-0.5,2.97E-09,-1.49E-09
15,0,1.17456348,-0.366093453,-0.2,-0.6,2.97E-09,-1.78E-09
15,0,1.17456348,-0.366093453,-0.2,-0.7,2.97E-09,-2.08E-09
15,0,1.17456348,-0.366093453,-0.2,-0.8,2.97E-09,-2.38E-09
15,0,1.17456348,-0.366093453,-0.2,-0.9,2.97E-09,-2.67E-09
15,0,1.17456348,-0.366093453,-0.2,-1,2.97E-09,-2.97E-09
15,0,1.17456348,-0.366093453,-0.3,-0.1,9.24E-08,-9.24E-09
15,0,1.17456348,-0.366093453,-0.3,-0.2,9.45E-08,-1.89E-08
15,0,1.17456348,-0.366093453,-0.3,-0.3,9.46E-08,-2.84E-08
15,0,1.17456348,-0.366093453,-0.3,-0.4,9.46E-08,-3.78E-08
15,0,1.17456348,-0.366093453,-0.3,-0.5,9.46E-08,-4.73E-08
15,0,1.17456348,-0.366093453,-0.3,-0.6,9.46E-08,-5.67E-08
15,0,1.17456348,-0.366093453,-0.3,-0.7,9.46E-08,-6.62E-08
15,0,1.17456348,-0.366093453,-0.3,-0.8,9.46E-08,-7.56E-08
15,0,1.17456348,-0.366093453,-0.3,-0.9,9.46E-08,-8.51E-08
15,0,1.17456348,-0.366093453,-0.3,-1,9.46E-08,-9.46E-08
15,0,1.17456348,-0.366093453,-0.4,-0.1,1.02E-06,-1.02E-07
15,0,1.17456348,-0.366093453,-0.4,-0.2,1.06E-06,-2.12E-07
15,0,1.17456348,-0.366093453,-0.4,-0.3,1.06E-06,-3.18E-07
15,0,1.17456348,-0.366093453,-0.4,-0.4,1.06E-06,-4.24E-07
15,0,1.17456348,-0.366093453,-0.4,-0.5,1.06E-06,-5.29E-07
15,0,1.17456348,-0.366093453,-0.4,-0.6,1.06E-06,-6.35E-07
15,0,1.17456348,-0.366093453,-0.4,-0.7,1.06E-06,-7.41E-07
15,0,1.17456348,-0.366093453,-0.4,-0.8,1.06E-06,-8.47E-07
15,0,1.17456348,-0.366093453,-0.4,-0.9,1.06E-06,-9.53E-07
15,0,1.17456348,-0.366093453,-0.4,-1,1.06E-06,-1.06E-06
15,0,1.17456348,-0.366093453,-0.5,-0.1,3.36E-06,-3.36E-07
15,0,1.17456348,-0.366093453,-0.5,-0.2,3.60E-06,-7.20E-07
15,0,1.17456348,-0.366093453,-0.5,-0.3,3.60E-06,-1.08E-06
15,0,1.17456348,-0.366093453,-0.5,-0.4,3.60E-06,-1.44E-06
15,0,1.17456348,-0.366093453,-0.5,-0.5,3.60E-06,-1.80E-06
15,0,1.17456348,-0.366093453,-0.5,-0.6,3.60E-06,-2.16E-06
15,0,1.17456348,-0.366093453,-0.5,-0.7,3.60E-06,-2.52E-06
15,0,1.17456348,-0.366093453,-0.5,-0.8,3.60E-06,-2.88E-06
15,0,1.17456348,-0.366093453,-0.5,-0.9,3.60E-06,-3.24E-06
15,0,1.17456348,-0.366093453,-0.5,-1,3.60E-06,-3.60E-06
15,0,1.17456348,-0.366093453,-0.6,-0.1,6.78E-06,-6.78E-07
15,0,1.17456348,-0.366093453,-0.6,-0.2,7.80E-06,-1.56E-06
15,0,1.17456348,-0.366093453,-0.6,-0.3,7.83E-06,-2.35E-06
15,0,1.17456348,-0.366093453,-0.6,-0.4,7.83E-06,-3.13E-06
15,0,1.17456348,-0.366093453,-0.6,-0.5,7.83E-06,-3.91E-06
15,0,1.17456348,-0.366093453,-0.6,-0.6,7.83E-06,-4.70E-06
15,0,1.17456348,-0.366093453,-0.6,-0.7,7.83E-06,-5.48E-06
15,0,1.17456348,-0.366093453,-0.6,-0.8,7.83E-06,-6.26E-06
15,0,1.17456348,-0.366093453,-0.6,-0.9,7.83E-06,-7.04E-06
15,0,1.17456348,-0.366093453,-0.6,-1,7.83E-06,-7.83E-06
15,0,1.17456348,-0.366093453,-0.7,-0.1,1.03E-05,-1.03E-06
15,0,1.17456348,-0.366093453,-0.7,-0.2,1.37E-05,-2.74E-06
15,0,1.17456348,-0.366093453,-0.7,-0.3,1.39E-05,-4.16E-06
15,0,1.17456348,-0.366093453,-0.7,-0.4,1.39E-05,-5.55E-06
15,0,1.17456348,-0.366093453,-0.7,-0.5,1.39E-05,-6.94E-06
15,0,1.17456348,-0.366093453,-0.7,-0.6,1.39E-05,-8.33E-06
15,0,1.17456348,-0.366093453,-0.7,-0.7,1.39E-05,-9.72E-06
15,0,1.17456348,-0.366093453,-0.7,-0.8,1.39E-05,-1.11E-05
15,0,1.17456348,-0.366093453,-0.7,-0.9,1.39E-05,-1.25E-05
15,0,1.17456348,-0.366093453,-0.7,-1,1.39E-05,-1.39E-05
15,0,1.17456348,-0.366093453,-0.8,-0.1,1.28E-05,-1.28E-06
15,0,1.17456348,-0.366093453,-0.8,-0.2,1.98E-05,-3.96E-06
15,0,1.17456348,-0.366093453,-0.8,-0.3,2.07E-05,-6.21E-06
15,0,1.17456348,-0.366093453,-0.8,-0.4,2.07E-05,-8.29E-06
15,0,1.17456348,-0.366093453,-0.8,-0.5,2.07E-05,-1.04E-05
15,0,1.17456348,-0.366093453,-0.8,-0.6,2.07E-05,-1.24E-05
15,0,1.17456348,-0.366093453,-0.8,-0.7,2.07E-05,-1.45E-05
15,0,1.17456348,-0.366093453,-0.8,-0.8,2.07E-05,-1.66E-05
15,0,1.17456348,-0.366093453,-0.8,-0.9,2.07E-05,-1.86E-05
15,0,1.17456348,-0.366093453,-0.8,-1,2.07E-05,-2.07E-05
15,0,1.17456348,-0.366093453,-0.9,-0.1,1.41E-05,-1.41E-06
15,0,1.17456348,-0.366093453,-0.9,-0.2,2.48E-05,-4.97E-06
15,0,1.17456348,-0.366093453,-0.9,-0.3,2.81E-05,-8.42E-06
15,0,1.17456348,-0.366093453,-0.9,-0.4,2.82E-05,-1.13E-05
15,0,1.17456348,-0.366093453,-0.9,-0.5,2.82E-05,-1.41E-05
15,0,1.17456348,-0.366093453,-0.9,-0.6,2.82E-05,-1.69E-05
15,0,1.17456348,-0.366093453,-0.9,-0.7,2.82E-05,-1.98E-05
15,0,1.17456348,-0.366093453,-0.9,-0.8,2.82E-05,-2.26E-05
15,0,1.17456348,-0.366093453,-0.9,-0.9,2.82E-05,-2.54E-05
15,0,1.17456348,-0.366093453,-0.9,-1,2.82E-05,-2.82E-05
15,0,1.17456348,-0.366093453,-1,-0.1,1.49E-05,-1.49E-06
15,0,1.17456348,-0.366093453,-1,-0.2,2.75E-05,-5.51E-06
15,0,1.17456348,-0.366093453,-1,-0.3,3.37E-05,-1.01E-05
15,0,1.17456348,-0.366093453,-1,-0.4,3.47E-05,-1.39E-05
15,0,1.17456348,-0.366093453,-1,-0.5,3.47E-05,-1.73E-05
15,0,1.17456348,-0.366093453,-1,-0.6,3.47E-05,-2.08E-05
15,0,1.17456348,-0.366093453,-1,-0.7,3.47E-05,-2.43E-05
15,0,1.17456348,-0.366093453,-1,-0.8,3.47E-05,-2.77E-05
15,0,1.17456348,-0.366093453,-1,-0.9,3.47E-05,-3.12E-05
15,0,1.17456348,-0.366093453,-1,-1,3.47E-05,-3.47E-05
14,0,1.096259248,-0.392242985,0,-0.1,8.30E-13,-8.30E-14
14,0,1.096259248,-0.392242985,0,-0.2,8.47E-13,-1.69E-13
14,0,1.096259248,-0.392242985,0,-0.3,8.47E-13,-2.54E-13
14,0,1.096259248,-0.392242985,0,-0.4,8.47E-13,-3.39E-13
14,0,1.096259248,-0.392242985,0,-0.5,8.47E-13,-4.24E-13
14,0,1.096259248,-0.392242985,0,-0.6,8.47E-13,-5.08E-13
14,0,1.096259248,-0.392242985,0,-0.7,8.47E-13,-5.93E-13
14,0,1.096259248,-0.392242985,0,-0.8,8.47E-13,-6.78E-13
14,0,1.096259248,-0.392242985,0,-0.9,8.47E-13,-7.63E-13
14,0,1.096259248,-0.392242985,0,-1,8.47E-13,-8.47E-13
14,0,1.096259248,-0.392242985,-0.1,-0.1,2.97E-11,-2.97E-12
14,0,1.096259248,-0.392242985,-0.1,-0.2,3.03E-11,-6.06E-12
14,0,1.096259248,-0.392242985,-0.1,-0.3,3.03E-11,-9.10E-12
